"Date","Nest","Ind.","weight.grams","CT.W","PT.L","instar","Measurement","Treatment","notes","weight.mg","resids","SMI"
"3 July 2018","Col_01",1,0.0103,1.42,2.77,"Adult","before","Parasite","",10.3,0.157468229590427,11.1344671438108
"3 July 2018","Col_01",2,0.01008,1.6,3.57,"Adult","before","Parasite","",10.08,-0.12986329044102,7.03412264873024
"3 July 2018","Col_01",3,0.01181,1.49,3.51,"Adult","before","Parasite","",11.81,0.187127276611929,10.7014566206068
"3 July 2018","Col_01",4,0.00997,1.36,3.09,"Adult","before","Parasite","",9.97,0.221033304987024,12.6266287240974
"3 July 2018","Col_01",5,0.00917,1.41,3.1,"Adult","before","Parasite","",9.17,0.0569975763106541,10.1731952674948
"3 July 2018","Col_02",1,0.01235,1.61,3.6,"Adult","before","Parasite","",12.35,0.0593663905786171,8.42350825315911
"3 July 2018","Col_02",2,0.00846,1.43,3.13,"Adult","before","Parasite","",8.46,-0.0549520190456805,8.91303750157731
"3 July 2018","Col_02",3,0.00679,1.31,3.02,"Adult","before","Parasite","",6.79,-0.0796922625440121,9.86553051252305
"3 July 2018","Col_02",4,0.01613,1.55,2.94,"Adult","before","Parasite","",16.13,0.410956894364074,12.6458992730066
"3 July 2018","Col_02",5,0.00795,1.34,3.22,"Adult","before","Parasite","",7.95,0.0276123413615184,10.6305386847489
"3 July 2018","Col_03",1,0.00777,1.4,3.17,"Adult","before","Parasite","",7.77,-0.0928215892638401,8.84799785291748
"3 July 2018","Col_03",2,0.00944,1.37,2.85,"Adult","before","Parasite","",9.44,0.150096331785039,11.6384758535446
"3 July 2018","Col_03",3,0.00843,1.5,3.39,"Adult","before","Parasite","",8.43,-0.164916472984757,7.45361684912894
"3 July 2018","Col_03",4,0.00907,1.36,3.4,"Adult","before","Parasite","",9.07,0.126424985140323,11.4868126908288
"3 July 2018","Col_03",5,0.00825,1.37,3.02,"Adult","before","Parasite","",8.25,0.0153535519742192,10.1713374779389
"3 July 2018","Col_04",1,0.01114,1.58,3.58,"Adult","before","Parasite","",11.14,-0.00186604410105646,8.14083102301831
"3 July 2018","Col_04",2,0.01528,1.52,3.35,"Adult","before","Parasite","",15.28,0.400339339867397,12.8696654320266
"3 July 2018","Col_04",3,0.00833,1.49,3.55,"Adult","before","Parasite","",8.33,-0.161955897418591,7.54810615153726
"3 July 2018","Col_04",4,0.00716,1.41,2.72,"Adult","before","Parasite","",7.16,-0.190429728985165,7.94330186644087
"3 July 2018","Col_04",5,0.0126,1.56,3.42,"Adult","before","Parasite","",12.6,0.149653612736431,9.64813693079177
"3 July 2018","Col_05",1,0.00867,1.44,3.08,"Adult","before","Parasite","CT pic didn’t save",8.67,-0.045949039315586,8.90380240967474
"3 July 2018","Col_05",2,0.00844,1.42,3.11,"Adult","before","Parasite","",8.44,-0.0416933570372879,9.12377696055953
"3 July 2018","Col_05",3,0.0119,1.41,3.15,"Adult","before","Parasite","",11.9,0.317598690159765,13.2018564540009
"3 July 2018","Col_05",4,0.0143,1.5,3.46,"Adult","before","Parasite","",14.3,0.363546292267341,12.6437391390918
"3 July 2018","Col_05",5,0.00886,1.56,3.65,"Adult","before","Parasite","",8.86,-0.202496436604011,6.78432485768374
"3 July 2018","Col_06",1,0.00785,1.41,3.55,"Adult","before","Parasite","",7.85,-0.0984261781634023,8.70878766083251
"3 July 2018","Col_06",2,0.00801,1.44,3.19,"Adult","before","Parasite","",8.01,-0.125127069027769,8.22600430236386
"3 July 2018","Col_06",3,0.01133,1.48,3.61,"Adult","before","Parasite","",11.33,0.16062890916423,10.5232080592306
"3 July 2018","Col_06",4,0.00759,1.45,3.31,"Adult","before","Parasite","",7.59,-0.194395493710596,7.59934300924506
"3 July 2018","Col_06",5,0.00917,1.42,3.32,"Adult","before","Parasite","",9.17,0.0412616206232197,9.91291880667428
"3 July 2018","Col_07",1,0.00864,1.55,3.62,"Adult","before","Parasite","",8.64,-0.213321414957079,6.77374889763034
"3 July 2018","Col_07",2,0.01172,1.56,3.42,"Adult","before","Parasite","",11.72,0.077253582927866,8.97429879594282
"3 July 2018","Col_07",3,0.00972,1.53,3.44,"Adult","before","Parasite","",9.72,-0.0666207200940237,7.9921980639193
"3 July 2018","Col_07",4,0.00906,1.51,3.45,"Adult","before","Parasite","",9.06,-0.107639052880612,7.81780740245855
"3 July 2018","Col_07",5,0.0105,1.45,3.33,"Adult","before","Parasite","",10.5,0.130148172045344,10.5129251116038
"3 July 2018","Col_08",1,0.00929,1.39,3.56,"Adult","before","Parasite","",9.29,0.101808361887801,10.8606773191628
"3 July 2018","Col_08",2,0.00864,1.45,3.34,"Adult","before","Parasite","",8.64,-0.0648245023021698,8.65063552040544
"3 July 2018","Col_08",3,0.00978,1.44,3.28,"Adult","before","Parasite","",9.78,0.0745216539386894,10.0437355901521
"3 July 2018","Col_08",4,0.00917,1.57,3.67,"Adult","before","Parasite","",9.17,-0.182333621268301,6.85907037805655
"3 July 2018","Col_08",5,0.00907,1.45,3.43,"Adult","before","Parasite","",9.07,-0.0162548209910888,9.0811648344997
"3 July 2018","Col_09",1,0.00816,1.43,3.04,"Adult","before","Parasite","",8.16,-0.0910570236877971,8.59697234194691
"3 July 2018","Col_09",2,0.00812,1.27,2.91,"Adult","before","Parasite","",8.12,0.168235225815525,13.218936080204
"3 July 2018","Col_09",3,0.00898,1.49,3.17,"Adult","before","Parasite","",8.98,-0.0868194712832341,8.13709402650715
"3 July 2018","Col_09",4,0.01186,1.43,3,"Adult","before","Parasite","",11.86,0.282870200905767,12.4951093107219
"3 July 2018","Col_09",5,0.00866,1.38,3.46,"Adult","before","Parasite","",8.66,0.0476613412797046,10.3958195123643
"3 July 2018","Col_10",1,0.00803,1.36,3.48,"Adult","before","Parasite","",8.03,0.00463724897194772,10.169691941274
"3 July 2018","Col_10",2,0.01014,1.62,3.69,"Adult","before","Parasite","",10.14,-0.151588891524649,6.76086232327672
"3 July 2018","Col_10",3,0.00847,1.51,3.35,"Adult","before","Parasite","",8.47,-0.174977664271537,7.30870073938454
"3 July 2018","Col_10",4,0.00982,1.44,3.1,"Adult","before","Parasite","",9.82,0.0786032922583379,10.0848142633225
"3 July 2018","Col_10",5,0.00662,1.39,3.08,"Adult","before","Parasite","",6.62,-0.23703482098903,7.7392555277565
"3 July 2018","Col_11",1,0.00989,1.51,3.27,"Adult","before","Parasite","",9.89,-0.0199840273008794,8.53400830135928
"3 July 2018","Col_11",2,0.01274,1.57,3.58,"Adult","before","Parasite","",12.74,0.146475742607343,9.52939548707094
"3 July 2018","Col_11",3,0.00816,1.56,3.47,"Adult","before","Parasite","",8.16,-0.284799032244985,6.24831725041753
"3 July 2018","Col_11",4,0.0078,1.43,3.2,"Adult","before","Parasite","",7.8,-0.136177458968266,8.21769415039043
"3 July 2018","Col_11",5,0.00812,1.49,3.1,"Adult","before","Parasite","",8.12,-0.187489199423756,7.35781776116237
"3 July 2018","Col_12",1,0.01476,1.56,3.36,"Adult","before","Parasite","",14.76,0.307877617951326,11.3021032617846
"3 July 2018","Col_12",2,0.02027,1.65,3.63,"Adult","before","Parasite","gravid?",20.27,0.500208356357206,12.6355261640389
"3 July 2018","Col_12",3,0.01052,1.53,3.37,"Adult","before","Parasite","",10.52,0.0124718687431923,8.64999214325422
"3 July 2018","Col_12",4,0.00892,1.57,3.66,"Adult","before","Parasite","",8.92,-0.209974960944756,6.67207282140289
"3 July 2018","Col_12",5,0.01038,1.47,3.5,"Adult","before","Parasite","",10.38,0.0881515558698222,9.88356367092259
"4 July 2018","Col_13",1,0.01044,1.42,3.1,"Adult","before","Control","",10.44,0.170968916809339,11.2858094156684
"4 July 2018","Col_13",2,0.01648,1.67,3.81,"Adult","before","Control","",16.48,0.266386746909953,9.82895799806588
"4 July 2018","Col_13",3,0.00976,1.49,3.31,"Adult","before","Control","",9.76,-0.00352695317234114,8.84387947647103
"4 July 2018","Col_13",4,0.00663,1.41,3,"Adult","before","Control","",6.63,-0.267334905759948,7.35532002437192
"4 July 2018","Col_13",5,0.0119,1.44,3.38,"Adult","before","Control","",11.9,0.270720570009447,12.220905268181
"4 July 2018","Col_14",1,0.00885,1.42,3.13,"Adult","before","Control","",8.85,0.00574179337468443,9.56699361385685
"4 July 2018","Col_14",2,0.00938,1.44,3.36,"Adult","before","Control","",9.38,0.0327619329100967,9.63294885844856
"4 July 2018","Col_14",3,0.00675,1.38,3.12,"Adult","before","Control","",6.75,-0.201510876410201,8.10297710259344
"4 July 2018","Col_14",4,0.00621,1.39,3.3,"Adult","before","Control","",6.21,-0.300969294992559,7.25993607664167
"4 July 2018","Col_14",5,0.01056,1.51,3.29,"Adult","before","Control","",10.56,0.0455651053426153,9.11214637637553
"4 July 2018","Col_15",1,0.00756,1.42,3.2,"Adult","before","Control","",7.56,-0.151804475453712,8.17248268031162
"4 July 2018","Col_15",2,0.00833,1.51,3.31,"Adult","before","Control","",8.33,-0.191644716756749,7.18789576848562
"4 July 2018","Col_15",3,0.01526,1.64,3.21,"Adult","before","Control","",15.26,0.229837198767484,9.72693858212882
"4 July 2018","Col_15",4,0.00563,1.44,3.08,"Adult","before","Control","",5.63,-0.477708387956437,5.78182324872766
"4 July 2018","Col_15",5,0.01285,1.57,3.28,"Adult","before","Control","",12.85,0.155072903804555,9.61167441199855
"4 July 2018","Col_16",1,0.00649,1.49,3.46,"Adult","before","Control","",6.49,-0.411556822881344,5.88081739777633
"4 July 2018","Col_16",2,0.0105,1.51,3.41,"Adult","before","Control","",10.5,0.0398670842279776,9.06037281741885
"4 July 2018","Col_16",3,0.00862,1.36,3.3,"Adult","before","Control","",8.62,0.0755378056888789,10.9169046741945
"4 July 2018","Col_16",4,0.0067,1.41,3.43,"Adult","before","Control","",6.7,-0.256832183560799,7.4329780035131
"4 July 2018","Col_16",5,0.01035,1.68,3.75,"Adult","before","Control","",10.35,-0.212067601597388,6.03923563964203
"4 July 2018","Col_17",1,0.00907,1.29,2.73,"Adult","before","Control","",9.07,0.244085558192032,13.9431666340087
"4 July 2018","Col_17",2,0.00818,1.41,2.96,"Adult","before","Control","",8.18,-0.0572475593430634,9.07488956249808
"4 July 2018","Col_17",3,0.00873,1.36,3.28,"Adult","before","Control","",8.73,0.0882180908647885,11.0562155227051
"4 July 2018","Col_17",4,0.00962,1.54,3.43,"Adult","before","Control","",9.62,-0.0914678480739631,7.72323331564954
"4 July 2018","Col_17",5,0.00926,1.38,2.77,"Adult","before","Control","",9.26,0.114650667363449,11.116084143706
"4 July 2018","Col_18",1,0.00778,1.3,2.79,"Adult","before","Control","",7.78,0.0734755046346696,11.6261219659471
"4 July 2018","Col_18",2,0.01093,1.5,3.37,"Adult","before","Control","",10.93,0.0947980571899261,9.66406075456457
"4 July 2018","Col_18",3,0.01227,1.33,3.12,"Adult","before","Control","",12.27,0.478276614292689,16.8640954144811
"4 July 2018","Col_18",4,0.01318,1.48,3.28,"Adult","before","Control","",13.18,0.311875363198676,12.2414723937034
"4 July 2018","Col_18",5,0.01056,1.46,3.57,"Adult","before","Control","",10.56,0.120542844519253,10.3098370096159
"4 July 2018","Col_19",1,0.01338,1.73,3.77,"Adult","before","Control","",13.38,-0.0205947691122724,7.01112703291936
"4 July 2018","Col_19",2,0.00713,1.31,3.13,"Adult","before","Control","",7.13,-0.0308319696884123,10.3595335131501
"4 July 2018","Col_19",3,0.00737,1.41,3.02,"Adult","before","Control","",7.37,-0.161522003756474,8.17627580386441
"4 July 2018","Col_19",4,0.009,1.43,2.9,"Adult","before","Control","",9,0.00692338467240697,9.48195478891203
"4 July 2018","Col_19",5,0.00765,1.36,3.08,"Adult","before","Control","",7.65,-0.0438416311482781,9.68843628278282
"4 July 2018","Col_20",1,0.00792,1.44,3.71,"Adult","before","Control","",7.92,-0.136426624281702,8.13357728773056
"4 July 2018","Col_20",2,0.01013,1.54,3.42,"Adult","before","Control","",10.13,-0.0398107944909863,8.13267707770581
"4 July 2018","Col_20",3,0.0088,1.39,3.2,"Adult","before","Control","",8.8,0.0476215305462143,10.287832121489
"4 July 2018","Col_20",4,0.01285,1.52,3.75,"Adult","before","Control","",12.85,0.227138367470252,10.8229843456506
"4 July 2018","Col_20",5,0.01188,1.53,3.23,"Adult","before","Control","",11.88,0.134049975368127,9.76824207812359
"4 July 2018","Col_22",1,0.01066,1.37,3.09,"Adult","before","Control","",10.66,0.271638770365328,13.1426009108883
"4 July 2018","Col_22",2,0.00744,1.37,3.39,"Adult","before","Control","",7.44,-0.0879887995273696,9.17269707101395
"4 July 2018","Col_22",3,0.00639,1.43,3.21,"Adult","before","Control","",6.39,-0.335566924274369,6.73218790012754
"4 July 2018","Col_22",4,0.00928,1.46,3.5,"Adult","before","Control","",9.28,-0.00866888696075264,9.06015979632915
"4 July 2018","Col_22",5,0.00811,1.51,3.15,"Adult","before","Control","",8.11,-0.218410304808179,6.99805938564447
"4 July 2018","Col_23",1,0.00779,1.38,2.58,"Adult","before","Control","",7.79,-0.0582125214119822,9.35143579691894
"4 July 2018","Col_23",2,0.00708,1.31,2.7,"Adult","before","Control","",7.08,-0.0378692964089884,10.2868860130579
"4 July 2018","Col_23",3,0.00866,1.54,3.36,"Adult","before","Control","",8.66,-0.196597390177234,6.95251564589658
"4 July 2018","Col_23",4,0.01257,1.45,3.01,"Adult","before","Control","",12.57,0.310085937484022,12.5854732050343
"4 July 2018","Col_23",5,0.00829,1.4,2.75,"Adult","before","Control","",8.29,-0.0280417844961923,9.44014185337014
"4 July 2018","Col_24",1,0.01195,1.46,3.22,"Adult","before","Control","",11.95,0.244200844618658,11.6669083584195
"4 July 2018","Col_24",2,0.00878,1.43,3.03,"Adult","before","Control","",8.78,-0.0178247850167875,9.25017367184974
"4 July 2018","Col_24",3,0.00891,1.47,3.05,"Adult","before","Control","",8.91,-0.0645550803852023,8.48386823775725
"4 July 2018","Col_24",4,0.01257,1.52,3.54,"Adult","before","Control","",12.57,0.205107578731179,10.5871527801423
"4 July 2018","Col_24",5,0.006,1.29,2.63,"Adult","before","Control","",6,-0.169127236706958,9.22370449879295
"04-Aug-18","Col_01",1,0.00732,1.38,3.2,"Adult","after","Parasite","",7.32,-0.120443053321419,8.78722850236799
"04-Aug-18","Col_02",1,0.00875,1.4,3.16,"Adult","after","Parasite","",8.75,0.0259619467261271,9.96396154607825
"04-Aug-18","Col_03",1,0.00826,1.43,3.36,"Adult","after","Parasite","",8.26,-0.0788766051309258,8.70232739515704
"04-Aug-18","Col_03",2,0.00851,1.37,3.17,"Adult","after","Parasite","",8.51,0.0463822942129124,10.4918887196678
"04-Aug-18","Col_03",3,0.01003,1.52,3.25,"Adult","after","Parasite","",10.03,-0.0206248418971328,8.4478235787452
"04-Aug-18","Col_03",4,0.00772,1.39,2.87,"Adult","after","Parasite","",7.72,-0.0833158269012616,9.02523454294263
"04-Aug-18","Col_04",1,0.0075,1.44,2.79,"Adult","after","Parasite","",7.5,-0.190914809565772,7.70225121944182
"04-Aug-18","Col_04",2,0.01101,1.56,3.56,"Adult","after","Parasite","",11.01,0.0147607495135881,8.43063393714424
"04-Aug-18","Col_04",3,0.00656,1.33,2.93,"Adult","after","Parasite","",6.56,-0.147890041474134,9.01617489152372
"04-Aug-18","Col_04",4,0.00748,1.44,3.23,"Adult","after","Parasite","",7.48,-0.193585038121651,7.68171188285664
"04-Aug-18","Col_04",5,0.00795,1.32,2.6,"Adult","after","Parasite","",7.95,0.0610961071153919,11.2332649469478
"04-Aug-18","Col_05",1,0.00767,1.37,3.13,"Adult","after","Parasite","",7.67,-0.0575430329932056,9.45626163100497
"04-Aug-18","Col_05",2,0.01,1.53,3.45,"Adult","after","Parasite","",10,-0.0382212455723255,8.22242599168652
"04-Aug-18","Col_05",3,0.00905,1.37,2.87,"Adult","after","Parasite","",9.05,0.107905109339465,11.1576489909511
"04-Aug-18","Col_05",4,0.00672,1.28,2.92,"Adult","after","Parasite","",6.72,-0.0384706159933293,10.6296256106145
"04-Aug-18","Col_05",5,0.00666,1.38,2.93,"Adult","after","Parasite","",6.66,-0.214933896742341,7.99493740789219
"04-Aug-18","Col_06",1,0.00701,1.43,3.19,"Adult","after","Parasite","died",7.01,-0.242963491617314,7.38538923003037
"04-Aug-18","Col_07",1,0.00958,1.51,3.44,"Adult","after","Parasite","",9.58,-0.0518305809527311,8.26651158008311
"04-Aug-18","Col_08",1,0.00907,1.37,2.7,"Adult","after","Parasite","",9.07,0.110112615754675,11.1823067787764
"04-Aug-18","Col_08",2,0.00905,1.42,3.02,"Adult","after","Parasite","",9.05,0.0280890920666812,9.78319685936774
"04-Aug-18","Col_08",3,0.00747,1.34,3.07,"Adult","after","Parasite","",7.47,-0.0346645881599963,9.98869483963195
"04-Aug-18","Col_09",1,0.00951,1.44,3.12,"Adult","after","Parasite","",9.51,0.0465260464492624,9.76645454625222
"04-Aug-18","Col_09",2,0.01043,1.36,2.76,"Adult","after","Parasite","",10.43,0.266138990025958,13.2092013633235
"04-Aug-18","Col_09",3,0.00749,1.54,3.57,"Adult","after","Parasite","",7.49,-0.34174331522245,6.01320348588514
"04-Aug-18","Col_10",1,0.01351,1.7,3.61,"Adult","after","Parasite","",13.51,0.0280250904295306,7.54828536409495
"04-Aug-18","Col_10",2,0.00838,1.49,3.37,"Adult","after","Parasite","",8.38,-0.15597143910335,7.59341291115033
"04-Aug-18","Col_10",3,0.00754,1.48,3.14,"Adult","after","Parasite","",7.54,-0.246602983855821,7.00308815239177
"04-Aug-18","Col_10",4,0.0111,1.41,3,"Adult","after","Parasite","",11.1,0.248005398360569,12.3143366923874
"04-Aug-18","Col_10",5,0.0083,1.41,2.86,"Adult","after","Parasite","",8.3,-0.0426841951551668,9.20801752674011
"04-Aug-18","Col_11",1,0.01071,1.5,3.05,"Adult","after","Parasite","",10.71,0.0744646394611364,9.46954169088624
"04-Aug-18","Col_11",2,0.01537,1.47,3.32,"Adult","after","Parasite","",15.37,0.480688235682584,14.6349107535723
"04-Aug-18","Col_11",3,0.01076,1.49,3.15,"Adult","after","Parasite","",10.76,0.0940162011362962,9.7500146687324
"04-Aug-18","Col_11",4,0.00856,1.53,3.53,"Adult","after","Parasite","",8.56,-0.193706148412721,7.03839664888366
"04-Aug-18","Col_11",5,0.01023,1.6,3.13,"Adult","after","Parasite","died",10.23,-0.115091973120707,7.13879709290777
"04-Aug-18","Col_12",1,0.01023,1.48,3.56,"Adult","after","Parasite","",10.23,0.0584994140878496,9.50153737386841
"04-Aug-18","Col_12",2,0.01113,1.51,3.39,"Adult","after","Parasite","",11.13,0.0981359923519531,9.60399518646398
"04-Aug-18","Col_13",1,0.01117,1.42,3.03,"Adult","after","Control","",11.17,0.238555947435956,12.0749512617832
"04-Aug-18","Col_13",2,0.01059,1.48,3.55,"Adult","after","Control","",10.59,0.0930849937376296,9.83590232544149
"04-Aug-18","Col_13",3,0.01326,1.67,3.9,"Adult","after","Control","",13.26,0.0489912071863437,7.90849411737583
"04-Aug-18","Col_13",4,0.01436,1.62,3.3,"Adult","after","Control","",14.36,0.196369673932392,9.57455453276664
"04-Aug-18","Col_14",1,0.01164,1.4,3.12,"Adult","after","Control","",11.64,0.311355688659896,13.2549157024401
"04-Aug-18","Col_14",2,0.00914,1.47,3.18,"Adult","after","Control","",9.14,-0.0390689364018616,8.7028682034906
"04-Aug-18","Col_14",3,0.00668,1.42,3.21,"Adult","after","Control","",6.68,-0.275557678096599,7.2211884000637
"04-Aug-18","Col_15",1,0.00857,1.43,3.43,"Adult","after","Control","",8.57,-0.042033460054124,9.02892806010846
"04-Aug-18","Col_15",2,0.00962,1.36,2.88,"Adult","after","Control","",9.62,0.185296985690893,12.1833669333818
"04-Aug-18","Col_16",1,0.00688,1.36,3.19,"Adult","after","Control","",6.88,-0.14992862704147,8.71326034320861
"04-Aug-18","Col_17",1,0.00742,1.33,3.16,"Adult","after","Control","",7.42,-0.0247015872508423,10.198173429132
"04-Aug-18","Col_17",2,0.01442,1.63,3.81,"Adult","after","Control","",14.42,0.186836869927461,9.4000069702636
"04-Aug-18","Col_17",3,0.00686,1.43,3.25,"Adult","after","Control","",6.86,-0.264593750926019,7.22735665021517
"04-Aug-18","Col_17",4,0.00796,1.41,3.04,"Adult","after","Control","",7.96,-0.0845107101014275,8.83082162805437
"04-Aug-18","Col_17",5,0.00636,1.3,3.03,"Adult","after","Control","",6.36,-0.1280524562036,9.50413055313926
"04-Aug-18","Col_18",1,0.00775,1.36,2.8,"Adult","after","Control","",7.75,-0.0308544356214671,9.81508250870155
"04-Aug-18","Col_18",2,0.00748,1.42,3.36,"Adult","after","Control","",7.48,-0.162442873658768,8.08600138210726
"04-Aug-18","Col_18",3,0.00695,1.53,3.25,"Adult","after","Control","",6.95,-0.402064678989671,5.71458606422213
"04-Aug-18","Col_19",1,0.01048,1.43,3.34,"Adult","after","Control","died",10.48,0.159167486229083,11.041209576422
"04-Aug-18","Col_19",2,0.00826,1.4,2.99,"Adult","after","Control","died",8.26,-0.0316671661105093,9.40597969949787
"04-Aug-18","Col_19",3,0.01117,1.3,3.4,"Adult","after","Control","",11.17,0.435150779525478,16.6920028739883
"04-Aug-18","Col_20",1,0.00884,1.44,3.81,"Adult","after","Control","died",8.84,-0.0265309534584846,9.07838677064876
"04-Aug-18","Col_20",2,0.00631,1.31,3.04,"Adult","after","Control","",6.31,-0.153007527561495,9.16811451163777
"04-Aug-18","Col_22",1,0.00882,1.43,3.73,"Adult","after","Control","",8.82,-0.0132793226451125,9.29231569313379
"04-Aug-18","Col_22",2,0.008,1.47,3.4,"Adult","after","Control","",8,-0.172287780188085,7.61739011246442
"04-Aug-18","Col_22",3,0.00904,1.41,3.07,"Adult","after","Control","",9.04,0.042719464446366,10.0289733062326
"04-Aug-18","Col_22",4,0.00681,1.41,3.09,"Adult","after","Control","",6.81,-0.240547589796298,7.55501197073496
"04-Aug-18","Col_23",1,0.01179,1.55,3.72,"Adult","after","Control","",11.79,0.0975277167762369,9.24334484989141
"04-Aug-18","Col_23",2,0.00774,1.28,3.06,"Adult","after","Control","",7.74,0.102842917073248,12.2430509265114
"04-Aug-18","Col_24",1,0.0092,1.4,3.2,"Adult","after","Control","",9.2,0.0761117304115985,10.4763938541623
"04-Aug-18","Col_24",2,0.00972,1.47,3.13,"Adult","after","Control","died",9.72,0.0224562966044274,9.25512898664427
"04-Aug-18","Col_24",3,0.00883,1.38,2.99,"Adult","after","Control","",8.83,0.0671016333212297,10.5998944912445
"04-Aug-18","Col_24",4,0.00846,1.48,3.11,"Adult","after","Control","",8.46,-0.131475992257554,7.85757636196742
"04-Aug-18","Col_24",5,0.00628,1.28,3.16,"Adult","after","Control","",6.28,-0.10618879004828,9.93363821944332
"3 July 2018","Col_01",6,0.005,1.21,2.39,"Sub 2","before","Parasite","",5,0.00314939252600844,4.68723405827091
"3 July 2018","Col_01",7,0.00384,1.15,1.74,"Sub 2","before","Parasite","",3.84,-0.157063945022444,4.24614166494533
"3 July 2018","Col_01",8,0.00546,1.16,2.07,"Sub 2","before","Parasite","",5.46,0.177249853579334,5.8701198095839
"3 July 2018","Col_01",9,0.0058,1.25,2.36,"Sub 2","before","Parasite","",5.8,0.0852214233361067,4.89229833262308
"3 July 2018","Col_01",10,0.00369,1.05,2,"Sub 2","before","Parasite","",3.69,-0.0113255708889953,5.48240366430736
"3 July 2018","Col_02",6,0.00461,1.15,2.45,"Sub 2","before","Parasite","",4.61,0.0256915453864785,5.09758153005155
"3 July 2018","Col_02",7,0.00586,1.15,2.05,"Sub 2","before","Parasite","",5.86,0.265613291966843,6.47978910327594
"3 July 2018","Col_02",8,0.0064,1.33,2.35,"Sub 2","before","Parasite","",6.4,0.0571080336176632,4.41354325760396
"3 July 2018","Col_02",9,0.00473,1.23,2.26,"Sub 2","before","Parasite","",4.73,-0.0858070236572229,4.20426895112489
"3 July 2018","Col_02",10,0.00535,1.2,2.28,"Sub 2","before","Parasite","",5.35,0.0877377679750336,5.15231907376465
"3 July 2018","Col_03",6,0.00492,1.25,2.38,"Sub 2","before","Parasite","",4.92,-0.0793279637120502,4.15001858560441
"3 July 2018","Col_03",7,0.00377,1.15,1.9,"Sub 2","before","Parasite","",3.77,-0.175461310162159,4.16873804084476
"3 July 2018","Col_03",8,0.00436,1.12,1.97,"Sub 2","before","Parasite","",4.36,0.0238601291977992,5.25319939486312
"3 July 2018","Col_03",9,0.0054,1.25,2.51,"Sub 2","before","Parasite","",5.4,0.0137624593539619,4.55489844761459
"3 July 2018","Col_03",10,0.00766,1.23,2.47,"Sub 2","before","Parasite","",7.66,0.396279757591436,6.80860468617689
"3 July 2018","Col_04",6,0.00556,1.14,2.31,"Sub 2","before","Parasite","",5.56,0.230878681878142,6.324899204828
"3 July 2018","Col_04",7,0.00622,1.21,2.31,"Sub 2","before","Parasite","",6.22,0.221481386842985,5.83091916848902
"3 July 2018","Col_04",8,0.00532,1.15,2.23,"Sub 2","before","Parasite","",5.32,0.168936991731474,5.882675431643
"3 July 2018","Col_04",9,0.00633,1.3,2.93,"Sub 2","before","Parasite","",6.33,0.0926526872991716,4.70091743119193
"3 July 2018","Col_04",10,0.00552,1.2,2.45,"Sub 2","before","Parasite","",5.52,0.119019067356122,5.31603762377212
"3 July 2018","Col_05",6,0.00616,1.2,2.31,"Sub 2","before","Parasite","",6.16,0.228717984612547,5.93238981203555
"3 July 2018","Col_05",7,0.00559,1.14,2.04,"Sub 2","before","Parasite","",5.59,0.236259860782659,6.35902635881089
"3 July 2018","Col_05",8,0.00488,1.09,2.16,"Sub 2","before","Parasite","",4.88,0.191921863072691,6.42160295407568
"3 July 2018","Col_05",9,0.00418,1.13,2.13,"Sub 2","before","Parasite","",4.18,-0.0364343156254208,4.89304454807414
"3 July 2018","Col_05",10,0.0048,1.11,2.03,"Sub 2","before","Parasite","",4.8,0.138300259409035,5.95422936986627
"3 July 2018","Col_06",6,0.00501,1.19,2.11,"Sub 2","before","Parasite","",5.01,0.0391485221411832,4.95777661439423
"3 July 2018","Col_06",7,0.00412,1.1,2.06,"Sub 2","before","Parasite","",4.12,0.0039993538659261,5.26311572760196
"3 July 2018","Col_06",8,0.00472,1.23,2.4,"Sub 2","before","Parasite","",4.72,-0.0879234265636003,4.19538043325782
"3 July 2018","Col_06",9,0.00315,1.12,2.17,"Sub 2","before","Parasite","",3.15,-0.301209475325602,3.79531607656395
"3 July 2018","Col_06",10,0.0055,1.15,2.05,"Sub 2","before","Parasite","",5.5,0.202211780616347,6.08171332218732
"3 July 2018","Col_07",6,0.00415,1.13,2.27,"Sub 2","before","Parasite","",4.15,-0.0436372279194788,4.85792700347074
"3 July 2018","Col_07",7,0.0044,1.17,2.16,"Sub 2","before","Parasite","",4.4,-0.0561054074275996,4.60047701857801
"3 July 2018","Col_07",8,0.00366,1.08,2.15,"Sub 2","before","Parasite","",3.66,-0.0769580450145088,4.96250925330447
"3 July 2018","Col_07",9,0.00494,1.25,2.31,"Sub 2","before","Parasite","",4.94,-0.0752711630164359,4.16688857985483
"3 July 2018","Col_07",10,0.00383,1.1,2.09,"Sub 2","before","Parasite","",3.83,-0.0689890063029542,4.89265369823192
"3 July 2018","Col_08",6,0.00509,1.27,2.78,"Sub 2","before","Parasite","",5.09,-0.0777406196297619,4.07773827926163
"3 July 2018","Col_08",7,0.00598,1.2,2.15,"Sub 2","before","Parasite","",5.98,0.199061775029659,5.75904075908646
"3 July 2018","Col_08",8,0.00539,1.13,1.59,"Sub 2","before","Parasite","",5.39,0.21779982275882,6.3094521804114
"3 July 2018","Col_08",9,0.00456,1.25,2.36,"Sub 2","before","Parasite","",4.56,-0.155313870689972,3.84635868909677
"3 July 2018","Col_08",10,0.00941,1.41,2.64,"Sub 2","before","Parasite","",9.41,0.323423850909429,5.36822467045457
